id,name,nasaJplUrl,absoluteMagnitude,estimatedDiameterMinKm,estimatedDiameterMaxKm,isPotentiallyHazardous,isSentryObject,closeApproachDate,closeApproachVelocityKmh,missDistanceKm,orbitingBody,class,neo,pha,H,diameter,albedo,rot_per,GM,density,e,a,q,i,om,w,ma,n,per,moid,condition_code,n_obs_used
2052768,52768 (1998 OR2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2052768,16.02,1.6617090174,3.7156943217,True,False,1904-06-30,13979.6365403596,184008866.8074757,Juptr,APO,Y,Y,16.02,1.75,,4.112,,,0.5757,2.379,1.01,5.88,26.93,174.57,188.66,0.2685,1340.0,0.00584,0.0,6120
2054401,54401 (2000 LM),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2054401,17.22,0.9562137328,2.1381589077,False,False,1924-03-20,34889.3213170642,11073826.819764135,Mars,AMO,Y,N,17.22,1.189,0.181,19.03,,,0.2623,1.711,1.262,18.95,240.84,67.09,113.22,0.4404,817.0,0.354,0.0,1218
2038086,38086 Beowulf (1999 JB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2038086,17.35,0.900647767,2.0139096308,False,False,,,,,APO,Y,N,17.35,0.643,0.469,2.4104,,,0.5662,1.42,0.616,23.67,165.31,178.96,189.78,0.5824,618.0,0.385,0.0,1237
2040267,40267 (1999 GJ4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2040267,15.54,2.0727884338,4.6348958409,False,False,1941-02-08,122816.6035757338,29728120.9497812,Earth,APO,Y,N,15.54,1.641,0.214,4.9567,,,0.8084,1.339,0.257,34.48,148.2,211.95,291.0,0.6363,566.0,0.156,0.0,3897
2053319,53319 (1999 JM8),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2053319,15.35,2.2623249055,5.058712276,True,False,1907-11-18,29334.6274331874,274440094.3634268,Juptr,APO,Y,Y,15.35,7.0,,143.7,,,0.6415,2.724,0.976,13.84,133.63,166.79,316.53,0.2192,1640.0,0.0262,0.0,1611
2039796,39796 (1997 TD),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2039796,15.68,1.9433676839,4.3455022465,False,False,,,,,AMO,Y,N,15.68,2.131,0.205,223.5,,,0.4683,2.251,1.197,12.93,158.86,171.09,126.83,0.2918,1230.0,0.188,0.0,2317
2041429,41429 (2000 GE2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2041429,20.66,0.1961349444,0.4385710684,True,False,1921-12-26,51524.6798833247,12729109.883001428,Venus,APO,Y,Y,20.66,0.204,0.267,,,,0.5556,1.593,0.708,2.17,351.79,297.37,238.87,0.4903,734.0,0.0111,0.0,444
2052387,52387 Huitzilopochtli (1993 OM7),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2052387,17.75,0.7491261831,1.6750970692,False,False,1942-01-18,47101.7702990563,9311030.32548142,Earth,AMO,Y,N,17.75,0.89,0.171,26.0,,,0.1897,1.282,1.039,24.15,297.56,195.56,255.97,0.679,530.0,0.0604,0.0,1745
2066391,66391 Moshup (1999 KW4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2066391,16.64,1.2489785407,2.7928009194,True,False,1912-05-30,70803.1696416448,24380872.873131752,Earth,ATE,Y,Y,16.64,1.317,,2.7645,,1.974,0.6884,0.6424,0.2,38.88,244.9,192.65,342.6,1.914,188.0,0.0119,0.0,3871
2066400,66400 (1999 LT7),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2066400,19.27,0.3720103103,0.8318403423,False,False,1900-04-08,56777.3690406962,20974468.84593355,Earth,ATE,Y,N,19.27,0.411,0.182,,,,0.5725,0.8554,0.366,9.06,79.79,341.42,25.62,1.246,289.0,0.0589,0.0,835
2054686,54686 (2001 DU8),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2054686,16.61,1.2663535629,2.8316526503,False,False,1963-04-16,57536.9962998682,8718322.008723572,Mars,AMO,Y,N,16.61,1.349,0.244,9.958,,,0.3418,1.777,1.17,33.21,161.68,265.93,213.83,0.4161,865.0,0.434,0.0,1444
2054789,54789 (2001 MZ7),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2054789,15.07,2.5736825419,5.7549291163,False,False,,,,,AMO,Y,N,15.07,1.567,0.856,37.57,,,0.2874,1.776,1.266,24.47,130.05,20.05,231.99,0.4164,864.0,0.292,0.0,9923
2055408,55408 (2001 TC2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2055408,18.88,0.4451998164,0.9954970531,False,False,1911-09-02,50208.8816802604,9858874.18118712,Mars,APO,Y,N,18.88,0.461,0.342,,,,0.2246,1.1,0.853,30.39,193.82,353.55,188.25,0.8544,421.0,0.147,0.0,560
2065679,65679 (1989 UQ),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2065679,19.62,0.3166321257,0.708010957,True,False,1900-11-17,34303.6755970245,10585375.143542448,Venus,ATE,Y,Y,19.62,0.918,0.033,7.746,,,0.2645,0.9148,0.673,1.3,178.05,15.0,286.53,1.126,320.0,0.014,0.0,1164
2065803,65803 Didymos (1996 GT),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2065803,18.11,0.634680239,1.4191881584,True,False,1901-02-04,32322.1378173849,7802068.953850913,Mars,APO,Y,Y,18.11,0.78,,2.2593,,2.17,0.3832,1.643,1.013,3.41,72.98,319.59,167.22,0.4682,769.0,0.0397,0.0,1869
2055532,55532 (2001 WG2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2055532,16.16,1.5579552413,3.4836938254,False,False,1915-11-12,108150.9189504959,13727896.26227053,Venus,APO,Y,N,16.16,1.306,0.376,46.08,,,0.6952,1.795,0.547,38.54,81.41,132.37,298.34,0.4099,878.0,0.339,0.0,1350
2066272,66272 (1999 JW6),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2066272,17.22,0.9562137328,2.1381589077,False,False,1997-08-09,74498.754007606,7630653.521053095,Mars,AMO,Y,N,17.22,0.808,0.4,502.0,,,0.1433,1.508,1.291,51.31,66.38,68.43,196.33,0.5325,676.0,0.409,0.0,1221
2066008,66008 (1998 QH2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2066008,15.93,1.7320282714,3.8729329538,False,False,1916-03-07,122993.628152486,11652389.057216274,Earth,APO,Y,N,15.93,1.484,0.319,7.09,,,0.3627,1.426,0.909,61.01,168.92,14.0,141.74,0.5787,622.0,0.0776,0.0,1950
2066146,66146 (1998 TU3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2066146,14.36,3.5690692667,7.9806814968,False,False,1900-10-10,88431.3838277647,14347367.398614787,Merc,ATE,Y,N,14.36,2.864,0.224,2.375,,,0.4837,0.7875,0.407,5.42,101.88,84.99,74.77,1.41,255.0,0.0738,0.0,2384
2066251,66251 (1999 GJ2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2066251,17.0,1.0581688593,2.3661375011,False,False,,,,,AMO,Y,N,17.0,1.222,0.187,2.4629,,,0.1981,1.536,1.231,11.28,196.17,142.55,232.35,0.518,695.0,0.247,0.0,3907
2068267,68267 (2001 EA16),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2068267,17.01,1.0533070151,2.3552660868,False,False,1912-10-04,87012.1459372486,11176669.655710287,Earth,APO,Y,N,17.01,0.875,0.401,3.5,,,0.4273,1.51,0.865,38.82,8.0,317.42,15.8,0.5313,678.0,0.059,0.0,794
2068278,68278 (2001 FC7),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2068278,18.47,0.5377184977,1.2023751136,False,False,1963-01-31,2827.5074398444,9932744.75668526,Mars,AMO,Y,N,18.47,0.942,0.087,3.4523,,,0.1143,1.436,1.272,2.62,99.04,234.53,337.19,0.5728,628.0,0.263,0.0,1829
2068350,68350 (2001 MK3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2068350,16.11,1.5942446807,3.5648394788,False,False,,,,,AMO,Y,N,16.11,1.794,0.219,3.21082,,,0.2475,1.67,1.256,29.57,128.83,328.58,311.25,0.4568,788.0,0.302,0.0,7565
2085275,85275 (1994 LY),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2085275,16.49,1.3383046182,2.9925401008,False,False,2007-08-29,39463.4694852742,22679138.1304014,Earth,AMO,Y,N,16.49,2.506,0.093,2.6967,,,0.4419,1.891,1.055,17.71,141.13,202.86,359.57,0.379,950.0,0.0637,0.0,10201
2085709,85709 (1998 SG36),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2085709,15.93,1.7320282714,3.8729329538,False,False,,,,,AMO,Y,N,15.93,2.23,0.141,3.573,,,0.3376,1.646,1.09,24.83,186.55,29.83,88.68,0.4667,771.0,0.122,0.0,5998
2085713,85713 (1998 SS49),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2085713,15.77,1.8644681832,4.1690775995,True,False,1902-11-26,64372.1398405063,9872429.528423771,Earth,APO,Y,Y,15.77,3.484,0.076,2.258,,,0.6388,1.923,0.695,10.79,40.95,103.13,27.39,0.3695,974.0,0.00504,0.0,1497
2068063,68063 (2000 YJ66),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2068063,15.57,2.0443487103,4.5713026859,False,False,2007-04-19,29570.7832160061,10503413.91132046,Mars,AMO,Y,N,15.57,2.301,0.211,3.1592,,,0.4577,2.334,1.266,5.72,308.81,50.42,58.75,0.2764,1300.0,0.274,0.0,3492
2068216,68216 (2001 CV26),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2068216,16.57,1.2898968334,2.8842970035,True,False,1915-10-03,48504.744267422,11641190.370105091,Earth,APO,Y,Y,16.57,0.994,0.449,2.429,,,0.3267,1.32,0.889,17.99,18.13,48.76,201.77,0.6499,554.0,0.0242,0.0,3052
2068950,68950 (2002 QF15),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2068950,16.39,1.4013769717,3.1335741707,True,False,1906-05-12,47855.3401403136,28346812.84684167,Earth,APO,Y,Y,16.39,1.65,0.178,45.24,,,0.3443,1.057,0.693,25.15,236.2,255.57,57.35,0.907,397.0,0.00477,0.0,2931
2068346,68346 (2001 KZ66),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2068346,16.92,1.0978802603,2.4549348932,True,False,1903-11-07,48279.3871979243,5545766.140595377,Earth,APO,Y,Y,16.92,0.736,0.291,4.987,,,0.4165,1.507,0.88,16.7,219.37,140.28,346.82,0.5325,676.0,0.0385,0.0,1249
2068348,68348 (2001 LO7),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2068348,14.27,3.7201031034,8.3184034225,False,False,1904-04-02,137580.391164523,10239684.968978142,Merc,APO,Y,N,14.27,3.512,0.299,3.3313,,,0.8409,2.155,0.343,25.36,236.23,181.67,177.38,0.3115,1160.0,0.386,0.0,1609
2068548,68548 (2001 XR31),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2068548,16.57,1.2898968334,2.8842970035,True,False,1916-07-16,56649.9307835272,13312109.597192015,Earth,APO,Y,Y,16.57,1.182,0.289,,,,0.4367,1.707,0.962,22.71,302.02,24.7,3.28,0.4419,815.0,0.0265,0.0,1389
2085182,85182 (1991 AQ),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2085182,17.13,0.99667824,2.2286402963,True,False,1905-05-01,60095.7896735405,7664223.836593214,Merc,APO,Y,Y,17.13,1.1,0.242,,,,0.7776,2.22,0.494,3.12,339.38,243.25,178.5,0.2979,1210.0,0.016,0.0,750
2085628,85628 (1998 KV2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2085628,17.28,0.930154254,2.0798881414,False,False,2029-12-15,36343.8357644999,28589048.315211736,Earth,AMO,Y,N,17.28,0.775,0.461,2.8228,,,0.3316,1.592,1.064,13.03,66.73,50.6,338.19,0.4906,734.0,0.143,0.0,4579
2086324,86324 (1999 WA2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2086324,15.83,1.813656249,4.0554586606,False,False,2184-01-14,62255.3198615456,11459548.621391304,Mars,AMO,Y,N,15.83,2.102,0.191,7.161,,,0.4345,1.966,1.112,34.61,293.64,75.31,203.78,0.3574,1010.0,0.341,0.0,3557
2085774,85774 (1998 UT18),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2085774,19.09,0.4041615334,0.9037326626,True,False,1902-01-12,29689.4568429523,32572093.249538306,Earth,APO,Y,Y,19.09,0.939,0.042,55.0,,,0.3289,1.403,0.941,13.59,64.62,50.16,55.93,0.5932,607.0,0.0358,0.0,900
2085953,85953 (1999 FK21),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2085953,18.1,0.6376097899,1.4257388333,False,False,1901-02-15,74059.4536743082,19389271.801359564,Earth,ATE,Y,N,18.1,0.59,0.32,28.08,,,0.703,0.7389,0.219,12.6,180.43,172.43,258.98,1.552,232.0,0.0706,0.0,2135
2086666,86666 (2000 FL10),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2086666,16.88,1.1182913782,2.5005755404,False,False,1969-10-09,58855.8621663389,24662882.31615318,Earth,APO,Y,N,16.88,1.165,0.228,206.0,,,0.427,1.463,0.838,29.01,186.9,258.89,223.95,0.5569,646.0,0.0815,0.0,2114
2086667,86667 (2000 FO10),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2086667,17.54,0.8251919385,1.845185269,False,False,1902-04-03,52215.1200138002,54867303.63076851,Earth,ATE,Y,N,17.54,0.745,0.349,53.756,,,0.5946,0.8594,0.348,14.29,208.3,172.49,229.06,1.237,291.0,0.133,0.0,2444
2086829,86829 (2000 GR146),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2086829,15.81,1.8304378037,4.0929833576,False,False,1904-07-04,50401.6653118126,16223831.70551579,Venus,APO,Y,N,15.81,1.823,0.232,3.0996,,,0.575,1.463,0.622,14.37,78.46,31.43,216.22,0.5571,646.0,0.203,0.0,2093
2088188,88188 (2000 XH44),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2088188,16.08,1.6164228334,3.6144313359,False,False,,,,,AMO,Y,N,16.08,1.371,0.374,2.6906,,,0.3913,2.008,1.222,11.34,340.12,195.36,221.34,0.3464,1040.0,0.232,0.0,3659
2085804,85804 (1998 WQ5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2085804,15.36,2.2519304668,5.0354696043,False,False,,,,,AMO,Y,N,15.36,2.272,0.167,2.6761,,,0.3544,1.721,1.111,27.66,285.68,269.84,245.9,0.4365,825.0,0.371,0.0,4087
2085818,85818 (1998 XM4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2085818,15.42,2.1905591097,4.898239078,False,False,1914-05-15,118063.077644444,14838920.717394756,Earth,APO,Y,N,15.42,2.028,0.168,19.451,,,0.416,1.657,0.967,62.72,235.64,301.22,131.4,0.4622,779.0,0.108,0.0,1701
2086039,86039 (1999 NC43),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2086039,15.95,1.7161489408,3.8374256911,True,False,1937-02-05,38117.2279019746,9302986.088976633,Venus,APO,Y,Y,15.95,2.22,0.14,122.2,,,0.5789,1.76,0.741,7.13,311.62,120.82,26.21,0.4222,853.0,0.025,0.0,1815
2086067,86067 (1999 RM28),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2086067,16.45,1.3631855586,3.0481755751,False,False,,,,,AMO,Y,N,16.45,1.245,0.314,9.196,,,0.3234,1.817,1.229,30.55,136.03,301.89,193.92,0.4023,895.0,0.364,0.0,1493
2086819,86819 (2000 GK137),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2086819,17.48,0.8483107619,1.8968805296,True,False,1921-08-30,34715.6468666913,4526812.951184759,Earth,APO,Y,Y,17.48,0.802,0.301,3.0239,,,0.5059,1.996,0.986,10.06,164.87,150.28,352.36,0.3496,1030.0,0.0163,0.0,864
2087309,87309 (2000 QP),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2087309,17.59,0.8064082768,1.8031837245,False,False,,,,,ATE,Y,N,17.59,0.568,0.499,2.1651,,,0.4632,0.8475,0.455,34.74,294.27,188.17,14.58,1.263,285.0,0.201,0.0,1157
2087311,87311 (2000 QJ1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2087311,16.5,1.332155667,2.978790628,False,False,1905-11-24,37374.5999098271,13174564.139427714,Venus,APO,Y,N,16.5,1.948,0.142,,,,0.5121,1.59,0.776,7.7,191.41,343.51,329.27,0.4915,733.0,0.109,0.0,2530
2085839,85839 (1998 YO4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2085839,16.58,1.2839702958,2.8710448625,False,False,,,,,AMO,Y,N,16.58,1.14,0.405,2.45,,,0.2481,1.653,1.243,9.32,28.5,199.69,97.04,0.4636,777.0,0.239,0.0,2886
2085989,85989 (1999 JD6),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2085989,17.07,1.0246014747,2.2910785472,True,False,1903-07-24,73217.6209681045,7772475.009534542,Earth,ATE,Y,Y,17.07,1.462,0.056,7.6638,,,0.6329,0.8831,0.324,17.07,130.14,309.26,93.5,1.188,303.0,0.0483,0.0,3850
2085990,85990 (1999 JV6),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2085990,20.27,0.2347226375,0.5248557734,True,False,1907-06-14,24857.6938356625,5090804.281299963,Venus,APO,Y,Y,20.27,0.451,0.095,6.538,,,0.3115,1.009,0.695,5.36,124.2,235.71,341.16,0.9723,370.0,0.0313,0.0,1203
2086326,86326 (1999 WK13),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2086326,17.35,0.900647767,2.0139096308,False,False,,,,,AMO,Y,N,17.35,1.348,0.098,6.36,,,0.3627,1.844,1.175,34.31,78.44,312.59,147.42,0.3935,915.0,0.279,0.0,1143
2088213,88213 (2001 AF2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2088213,19.48,0.3377185972,0.7551617405,False,False,1903-12-14,66847.8113193254,26939204.929723386,Earth,ATE,Y,N,19.48,0.912,0.028,,,,0.5953,0.9539,0.386,17.81,114.25,194.99,17.42,1.058,340.0,0.172,0.0,364
2088254,88254 (2001 FM129),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2088254,17.77,0.742258153,1.659739687,True,False,1900-09-28,74321.5944764704,74168761.61707614,Earth,APO,Y,Y,17.77,0.8,0.252,38.56,,,0.6295,1.182,0.438,1.52,272.11,140.24,113.21,0.7666,470.0,0.01,0.0,921
2089959,89959 (2002 NT7),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2089959,16.55,1.3018321019,2.9109850751,True,False,,,,,APO,Y,Y,16.55,1.407,0.224,5.527,,,0.5284,1.735,0.818,42.36,132.0,300.72,19.05,0.4312,835.0,0.00088,0.0,1954
2096189,96189 Pygmalion (1991 NT3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2096189,16.48,1.3444819516,3.0063530383,False,False,1930-01-26,39805.5951224474,4777887.095548249,Mars,AMO,Y,N,16.48,3.605,0.041,,,,0.307,1.821,1.262,14.0,287.17,293.24,35.23,0.4012,897.0,0.332,0.0,1548
2089355,89355 (2001 VS78),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2089355,15.8,1.8388867207,4.1118757104,False,False,2066-05-11,43429.0106786731,10552094.0455644,Mars,AMO,Y,N,15.8,2.038,0.246,40.553,,,0.3083,1.787,1.236,22.66,103.03,85.0,329.87,0.4126,873.0,0.444,0.0,3510
2090075,90075 (2002 VU94),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2090075,15.38,2.2312846442,4.9893041415,True,False,1906-07-14,12793.9067997583,276215778.8039688,Juptr,APO,Y,Y,15.38,2.233,0.294,7.879,,,0.5742,2.138,0.91,8.86,226.5,31.14,254.07,0.3153,1140.0,0.0272,0.0,3624
2099248,99248 (2001 KY66),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2099248,16.54,1.3078410858,2.9244215717,True,False,1917-07-18,42793.1384511445,6358273.371818775,Earth,APO,Y,Y,16.54,1.115,0.429,19.7,,,0.5077,1.866,0.919,10.61,284.11,61.55,154.35,0.3865,931.0,0.0464,0.0,3603
2088263,88263 (2001 KQ1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2088263,15.69,1.9344387205,4.3255364773,False,False,1915-08-08,77520.1826027675,9149725.12065245,Mars,AMO,Y,N,15.69,5.748,0.037,13.17,,,0.4326,2.097,1.19,38.79,232.82,241.58,89.7,0.3246,1110.0,0.375,0.0,2519
2088710,88710 (2001 SL9),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2088710,17.61,0.7990150812,1.7866520367,False,False,1907-02-21,53836.3319035248,18719700.27851316,Venus,APO,Y,N,17.61,0.76,0.281,2.4004,,,0.2701,1.061,0.775,21.9,202.82,329.36,243.84,0.9013,399.0,0.199,0.0,2319
2096590,96590 (1998 XB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2096590,16.28,1.474195145,3.2964005564,False,False,1904-02-15,41338.5815850808,15731168.66973616,Venus,ATE,Y,N,16.28,0.882,0.489,520.0,,,0.3512,0.9079,0.589,13.6,75.68,202.72,253.63,1.139,316.0,0.114,0.0,3847
2099907,99907 (1989 VA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2099907,17.96,0.6800721287,1.5206875095,False,False,1902-11-21,63267.7465179155,28703905.864730347,Earth,ATE,Y,N,17.96,1.4,,2.5246,,,0.5947,0.7284,0.295,28.8,225.58,2.87,155.84,1.586,227.0,0.155,0.0,1591
2089830,89830 (2002 CE),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2089830,14.98,2.6825941712,5.9984629228,True,False,1950-10-04,93652.516879007,27995694.363966543,Earth,AMO,Y,Y,14.98,5.067,0.079,2.6149,,,0.507,2.078,1.024,43.64,19.89,5.85,24.89,0.3291,1090.0,0.0281,0.0,3626
2090367,90367 (2003 LC5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2090367,17.92,0.6927156136,1.5489592011,False,False,1900-07-12,59400.1933479508,24634322.63167084,Earth,APO,Y,N,17.92,1.748,0.048,39.0,,,0.4262,1.156,0.663,16.88,86.82,313.85,289.53,0.7935,454.0,0.151,0.0,1758
2090403,90403 (2003 YE45),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2090403,17.78,0.7388477866,1.6521138758,True,False,1912-07-18,51012.1117994382,15626011.255545368,Earth,APO,Y,Y,17.78,0.572,0.493,505.0,,,0.28,1.234,0.889,19.01,286.22,306.84,268.53,0.7186,501.0,0.0377,0.0,2216
2090416,90416 (2003 YK118),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2090416,18.83,0.4555698523,1.0186851583,True,False,1909-06-09,42375.4233062544,19889331.479424536,Earth,APO,Y,Y,18.83,0.968,0.062,43.58,,,0.4922,1.695,0.861,7.83,326.75,233.27,295.82,0.4466,806.0,0.00149,0.0,799
2103067,103067 (1999 XA143),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2103067,16.8,1.1602590821,2.5944181791,True,False,,,,,APO,Y,Y,16.8,1.282,0.246,9.849,,,0.5812,1.843,0.772,38.57,116.51,104.1,86.81,0.3938,914.0,0.0403,0.0,1694
2099942,99942 Apophis (2004 MN4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2099942,19.09,0.4041615334,0.9037326626,True,False,1905-12-26,50965.8329757611,41319790.58025103,Earth,ATE,Y,Y,19.09,0.34,0.35,30.56,,,0.1912,0.9224,0.746,3.34,203.9,126.67,312.81,1.113,324.0,0.000361,0.0,7370
2100926,100926 (1998 MQ),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2100926,16.63,1.2547435637,2.8056919027,False,False,1929-10-30,57020.82618146,23887511.27513837,Earth,AMO,Y,N,16.63,1.174,0.234,2.328,,,0.4075,1.783,1.056,24.24,221.07,138.81,135.12,0.4141,869.0,0.129,0.0,1819
2105141,105141 (2000 NF11),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2105141,19.09,0.4041615334,0.9037326626,False,False,1973-06-27,29173.226272817,12820670.631023875,Mars,AMO,Y,N,19.09,0.352,0.431,,,,0.189,1.421,1.152,14.83,123.7,116.0,35.67,0.5819,619.0,0.212,0.0,516
2111253,111253 (2001 XU10),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2111253,15.24,2.3798795468,5.321572445,True,False,1903-08-08,87501.5535681191,16202723.29646092,Earth,APO,Y,Y,15.24,3.006,0.178,,,,0.4398,1.753,0.982,42.04,310.14,6.97,231.99,0.4245,848.0,0.0314,0.0,2356
2112985,112985 (2002 RS28),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2112985,15.77,1.8644681832,4.1690775995,False,False,1966-04-21,85077.4522454348,13049260.903676566,Mars,AMO,Y,N,15.77,3.618,0.033,4.787,,,0.4922,2.22,1.128,46.99,211.96,105.29,30.89,0.2979,1210.0,0.414,0.0,3031
2136564,136564 (1977 VA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2136564,19.28,0.3703010782,0.828018383,False,False,1921-10-23,26762.6349444996,48133870.88973285,Earth,AMO,Y,N,19.28,0.4,,,,,0.3942,1.866,1.13,2.98,224.45,172.68,310.87,0.3868,931.0,0.137,0.0,300
2101955,101955 Bennu (1999 RQ36),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2101955,20.21,0.2412986969,0.5395602892,True,False,1900-06-15,23350.1159564919,54606987.210318126,Earth,APO,Y,Y,20.21,0.48444,0.044,4.296061,4.8904e-09,1.194,0.2037,1.126,0.897,6.03,2.06,66.22,101.7,0.8245,437.0,0.00322,0.0,554
2108519,108519 (2001 LF),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2108519,17.94,0.6863647587,1.5347582577,False,False,1938-06-14,31474.7452706397,24174055.3736746,Earth,AMO,Y,N,17.94,1.423,0.06,4.495,,,0.271,1.604,1.169,16.4,267.25,343.93,29.48,0.4854,742.0,0.159,0.0,1083
2100004,100004 (1983 VA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2100004,16.43,1.3757989593,3.0763799964,False,False,1901-04-26,35525.44543345,274316947.79040873,Juptr,APO,Y,N,16.43,2.7,0.0668,3.1643,,,0.7027,2.59,0.77,15.7,76.29,13.75,347.84,0.2365,1520.0,0.174,0.0,1351
2100756,100756 (1998 FM5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2100756,16.34,1.4340192346,3.2065644897,False,False,1914-11-21,11711.851844651,272402648.5366081,Juptr,APO,Y,N,16.34,1.809,0.163,6.369,,,0.5546,2.265,1.009,11.57,176.5,312.06,48.9,0.2892,1240.0,0.093,0.0,1686
