full_name,class,neo,pha,H,diameter,albedo,rot_per,GM,density,e,a,q,i,om,w,ma,n,per,moid,condition_code,n_obs_used
162566 (2000 RJ34),AMO,Y,N,15.73,4.299,0.071,50.67,,,0.5761,2.625,1.113,14.29,329.83,145.56,271.86,0.2317,1550.0,0.164,0.0,1145
162567 (2000 RW37),APO,Y,Y,19.97,0.335,0.173,2.439,,,0.2501,1.247,0.935,13.75,333.28,133.32,295.18,0.7075,509.0,0.00693,0.0,255
162741 (2000 WG6),AMO,Y,N,17.47,3.945,0.014,,,,0.4994,2.319,1.161,11.85,60.72,330.14,31.44,0.2791,1290.0,0.19,0.0,259
162903 (2001 JV2),APO,Y,N,18.66,1.086,0.06,,,,0.2373,1.305,0.995,47.49,216.89,301.22,221.2,0.6615,544.0,0.0857,0.0,200
162980 (2001 RR17),APO,Y,N,16.77,0.79,0.658,12.71,,,0.4887,1.553,0.794,30.4,177.6,351.49,10.5,0.5091,707.0,0.199,0.0,1244
162998 (2001 SK162),APO,Y,Y,18.16,0.875,0.161,68.0,,,0.4745,1.926,1.012,1.68,285.29,186.47,329.01,0.3688,976.0,0.0284,0.0,1611
163132 (2002 CU11),APO,Y,Y,18.61,0.46,0.408,,,,0.2952,1.22,0.86,48.78,157.74,110.52,161.85,0.7317,492.0,0.00113,0.0,516
163243 (2002 FB3),ATE,Y,Y,16.42,1.682,0.172,6.231,,,0.6016,0.7616,0.303,20.28,203.56,148.33,342.61,1.483,243.0,0.00394,0.0,1984
163348 (2002 NN4),ATE,Y,Y,20.05,0.735,0.03,14.5,,,0.4346,0.8758,0.495,5.42,259.41,222.21,328.82,1.203,299.0,0.00652,0.0,790
163454 (2002 RN129),APO,Y,N,19.11,0.712,0.096,,,,0.3699,1.162,0.732,23.12,332.1,198.65,12.07,0.7867,458.0,0.237,0.0,257
163691 (2003 BB43),AMO,Y,N,17.09,3.449,0.021,6.649,,,0.5217,2.418,1.156,40.8,148.79,60.82,11.97,0.2622,1370.0,0.354,0.0,434
163694 (2003 DP13),AMO,Y,N,17.5,0.832,0.276,2.387,,,0.5434,2.641,1.206,9.82,326.68,283.06,83.0,0.2297,1570.0,0.262,0.0,565
163760 (2003 OR14),AMO,Y,N,16.68,2.343,0.074,,,,0.5043,2.512,1.245,13.07,211.48,212.02,166.15,0.2476,1450.0,0.279,0.0,987
163818 (2003 RX7),APO,Y,Y,18.46,0.386,0.516,5.649,,,0.3546,1.229,0.793,10.39,241.0,245.91,357.89,0.723,498.0,0.0265,0.0,942
163899 (2003 SD220),ATE,Y,Y,17.56,0.791,0.34,285.0,,,0.2094,0.8279,0.655,8.55,273.63,327.02,291.9,1.308,275.0,0.0179,0.0,1935
164121 (2003 YT1),APO,Y,Y,16.15,1.717,0.198,2.343,,,0.2921,1.11,0.786,44.06,38.31,91.01,212.29,0.8429,427.0,0.00145,0.0,2597
164206 (2004 FN18),APO,Y,N,17.69,1.138,0.124,,,,0.4097,1.701,1.004,18.27,214.41,232.89,349.11,0.4443,810.0,0.112,0.0,1598
164207 Cardea (2004 GU9),APO,Y,Y,21.2,0.163,0.219,,,,0.1359,1.001,0.865,13.65,38.39,279.34,97.33,0.984,366.0,0.00309,0.0,363
168318 (1989 DA),APO,Y,Y,19.03,0.9,,3.925,,,0.5419,2.162,0.99,6.49,349.05,139.85,206.96,0.31,1160.0,0.0444,0.0,1040
168378 (1997 ET30),AMO,Y,N,16.91,0.841,0.509,5.721,,,0.4495,2.137,1.176,6.81,23.21,263.36,352.56,0.3155,1140.0,0.204,0.0,1330
169352 (2001 UY16),APO,Y,N,19.37,0.316,0.405,,,,0.5197,2.083,1.0,32.28,32.18,48.44,346.46,0.3279,1100.0,0.121,0.0,294
172034 (2001 WR1),AMO,Y,N,17.84,0.631,0.336,8.0475,,,0.2025,1.277,1.019,25.03,6.5,48.56,215.91,0.6828,527.0,0.0751,0.0,982
173689 (2001 PK9),AMO,Y,N,18.25,0.724,0.161,,,,0.3951,1.779,1.076,10.43,272.88,314.06,143.16,0.4152,867.0,0.113,0.0,397
175706 (1996 FG3),APO,Y,Y,18.31,1.196,0.072,3.5942,,,0.3501,1.055,0.685,1.97,299.47,24.06,36.65,0.9098,396.0,0.0281,0.0,3126
175921 (2000 DM1),APO,Y,N,18.32,1.039,0.02,,,,0.484,1.369,0.706,20.71,342.73,306.75,309.68,0.6154,585.0,0.143,0.0,619
184990 (2006 KE89),APO,Y,N,16.41,2.039,0.117,2.5435,,,0.799,1.053,0.212,45.12,88.59,299.23,321.19,0.9117,395.0,0.23,0.0,2606
185716 (1998 SF35),AMO,Y,N,17.95,0.629,0.339,6.864,,,0.2739,1.685,1.224,35.19,218.57,253.75,75.36,0.4505,799.0,0.413,0.0,1540
185851 (2000 DP107),APO,Y,Y,18.31,0.863,0.137,2.7754,3.224e-08,1.365,0.3767,1.365,0.851,8.67,358.62,289.83,309.34,0.618,583.0,0.0143,0.0,2094
187040 (2005 JS108),APO,Y,Y,19.2,0.43,0.199,,,,0.3222,1.355,0.919,6.03,110.79,244.02,278.29,0.6246,576.0,0.0187,0.0,832
190119 (2004 VA64),APO,Y,N,17.04,1.451,0.121,,,,0.8896,2.47,0.273,29.73,225.45,20.07,172.83,0.2539,1420.0,0.299,0.0,241
190161 (2005 TJ174),AMO,Y,N,16.73,3.041,0.04,,,,0.4525,2.239,1.226,3.98,304.62,56.26,23.67,0.2943,1220.0,0.23,0.0,1380
190166 (2005 UP156),AMO,Y,N,17.26,1.045,0.234,40.542,,,0.4715,2.115,1.118,4.21,193.1,91.63,258.92,0.3205,1120.0,0.127,0.0,2903
194268 (2001 UY4),APO,Y,Y,18.34,1.244,0.055,6.802,,,0.7875,1.453,0.309,5.44,160.48,108.05,299.4,0.5629,640.0,0.0258,0.0,749
194386 (2001 VG5),APO,Y,N,16.95,0.916,0.353,6.38,,,0.6138,2.301,0.889,13.69,248.23,280.41,275.57,0.2824,1270.0,0.114,0.0,1627
198856 (2005 LR3),AMO,Y,N,17.06,0.742,0.389,,,,0.3354,1.654,1.099,25.0,73.78,26.42,350.57,0.4634,777.0,0.139,0.0,1374
200754 (2001 WA25),APO,Y,N,18.51,0.553,0.21,3.653,,,0.517,1.756,0.848,15.51,279.74,83.78,130.54,0.4236,850.0,0.0963,0.0,564
206378 (2003 RB),APO,Y,Y,18.76,0.376,0.414,37.5,,,0.439,1.788,1.003,6.72,317.12,44.08,91.85,0.4121,873.0,0.0441,0.0,1445
207945 (1991 JW),APO,Y,Y,19.61,0.423,0.161,3.1499,,,0.1186,1.039,0.916,8.71,53.85,301.96,104.28,0.9304,387.0,0.0204,0.0,363
209924 (2005 WS55),AMO,Y,N,16.29,1.861,0.185,2.726,,,0.4535,2.03,1.109,23.77,283.54,203.35,272.76,0.3409,1060.0,0.148,0.0,1159
211871 (2004 HO),APO,Y,N,18.85,0.411,0.315,,,,0.5115,1.847,0.902,7.88,146.05,163.88,171.86,0.3927,917.0,0.0614,0.0,294
212359 (2006 EV52),APO,Y,N,16.72,1.261,0.232,,,,0.7075,2.016,0.59,15.96,168.47,167.14,208.14,0.3444,1050.0,0.257,0.0,690
214088 (2004 JN13),APO,Y,N,15.34,2.423,0.25,6.342,,,0.6903,2.888,0.895,13.35,85.02,279.23,93.93,0.2008,1790.0,0.134,0.0,2835
215442 (2002 MQ3),ATE,Y,N,18.53,1.075,0.08,473.0,,,0.2742,0.9136,0.663,36.29,109.06,346.89,83.61,1.129,319.0,0.133,0.0,857
215588 (2003 HF2),APO,Y,Y,19.42,0.488,0.118,,,,0.6755,1.114,0.361,3.05,189.85,231.07,170.66,0.8384,429.0,0.00304,0.0,437
215757 (2004 FU64),AMO,Y,N,17.88,0.78,0.241,4.99531,,,0.3671,1.838,1.163,24.88,20.82,286.52,183.02,0.3956,910.0,0.341,0.0,729
217628 Lugh (1990 HA),APO,Y,Y,16.68,1.4,,8.55,,,0.7117,2.527,0.728,4.44,177.73,316.19,258.62,0.2454,1470.0,0.0341,0.0,503
218017 (2001 XV266),APO,Y,N,19.82,0.451,0.115,,,,0.1927,1.196,0.966,12.0,214.07,265.08,41.47,0.7531,478.0,0.105,0.0,271
218863 (2006 WO127),APO,Y,N,16.34,1.237,0.418,210.0,,,0.5479,2.196,0.993,11.03,167.5,314.5,306.48,0.3028,1190.0,0.0739,0.0,2191
219071 (1997 US9),APO,Y,N,17.2,0.657,0.383,3.319,,,0.2821,1.053,0.756,20.02,212.18,357.39,182.28,0.9124,395.0,0.251,0.0,3125
220124 (2002 TE66),APO,Y,N,18.76,0.609,0.208,3.89,,,0.3779,1.457,0.906,51.35,190.99,290.55,357.76,0.5604,642.0,0.0948,0.0,550
221980 (1996 EO),APO,Y,Y,19.11,0.432,0.2,,,,0.4008,1.342,0.804,21.59,356.46,64.7,107.22,0.6343,568.0,0.0341,0.0,189
225416 (1999 YC),APO,Y,N,17.36,1.651,0.094,4.531,,,0.8302,1.422,0.241,38.26,64.75,156.45,70.92,0.5813,619.0,0.249,0.0,645
226554 (2003 WR21),APO,Y,Y,19.62,0.482,0.125,13.404,,,0.2614,1.118,0.826,9.27,85.76,108.11,96.45,0.8334,432.0,0.0309,0.0,545
228502 (2001 TE2),APO,Y,N,20.41,0.302,0.194,13.14,,,0.1966,1.084,0.87,7.63,171.1,35.78,310.64,0.8739,412.0,0.0663,0.0,486
230118 (2001 DB3),AMO,Y,N,17.09,1.166,0.15,,,,0.5595,2.684,1.182,24.49,340.34,264.65,194.58,0.2242,1610.0,0.441,0.0,504
230549 (2003 BH),APO,Y,Y,20.78,0.217,0.216,,,,0.3562,1.457,0.938,13.11,119.76,313.43,22.83,0.5607,642.0,0.0281,0.0,165
230979 (2005 AT42),AMO,Y,N,16.58,1.522,0.207,,,,0.6137,2.857,1.104,11.21,156.88,52.88,88.81,0.2041,1760.0,0.171,0.0,984
231937 (2001 FO32),APO,Y,Y,17.51,0.55,,39.905,,,0.8258,1.699,0.296,39.01,181.71,123.36,20.13,0.445,809.0,0.00346,0.0,287
232382 (2003 BT47),AMO,Y,N,17.25,1.123,0.154,,,,0.4935,2.335,1.183,7.45,352.42,235.67,115.61,0.2763,1300.0,0.206,0.0,898
234061 (1999 HE1),APO,Y,N,17.69,2.9,0.019,,,,0.5721,2.362,1.011,8.16,65.79,221.98,87.45,0.2714,1330.0,0.0519,0.0,444
234145 (2000 EW70),ATE,Y,Y,21.58,0.344,0.045,33.0,,,0.3213,0.9375,0.636,5.43,178.03,125.78,8.79,1.086,332.0,0.0101,0.0,410
234341 (2001 FZ57),ATE,Y,N,18.93,0.344,0.493,,,,0.6042,0.9442,0.374,20.67,22.08,339.98,165.9,1.074,335.0,0.157,0.0,545
235086 (2003 HW11),AMO,Y,N,17.36,1.024,0.168,6.385,,,0.4658,2.352,1.256,7.4,150.39,154.24,59.38,0.2733,1320.0,0.247,0.0,794
235756 (2004 VC),APO,Y,Y,18.58,1.136,0.042,7.18,,,0.2589,1.133,0.84,39.14,194.15,94.18,224.56,0.8168,441.0,0.0351,0.0,395
237551 (2000 WQ19),APO,Y,N,18.44,0.63,0.234,,,,0.347,1.406,0.918,34.27,38.78,270.72,49.63,0.591,609.0,0.193,0.0,528
237805 (2002 CF26),AMO,Y,N,17.4,0.703,0.43,3.7756,,,0.3411,1.604,1.057,35.3,342.07,33.62,6.23,0.4851,742.0,0.0923,0.0,3126
238063 (2003 EG),APO,Y,N,16.57,1.47,0.225,7.23,,,0.7137,1.738,0.498,31.79,359.02,326.94,270.16,0.4302,837.0,0.363,0.0,855
238456 (2004 RK),APO,Y,N,19.43,0.328,0.312,,,,0.3003,1.389,0.972,18.15,178.75,264.47,277.72,0.6022,598.0,0.165,0.0,579
239849 (1999 VO11),APO,Y,N,18.65,0.45,0.317,,,,0.6339,2.256,0.826,15.75,67.44,72.37,225.49,0.2909,1240.0,0.0707,0.0,205
241370 (2008 LW8),APO,Y,N,17.42,0.764,0.224,10.83,,,0.3935,1.676,1.016,17.27,223.1,118.61,355.9,0.4544,792.0,0.142,0.0,977
241596 (1998 XM2),AMO,Y,N,17.23,1.548,0.105,8.75,,,0.3401,1.805,1.191,27.1,248.52,99.11,73.3,0.4064,886.0,0.414,0.0,1102
241662 (2000 KO44),AMO,Y,N,17.66,0.898,0.2,2.42,,,0.3884,1.83,1.119,28.62,114.31,235.34,50.39,0.3981,904.0,0.224,0.0,559
242147 (2003 BH84),APO,Y,N,17.03,1.687,0.108,46.32,,,0.7202,1.958,0.548,23.35,283.21,35.54,221.51,0.3596,1000.0,0.301,0.0,496
242187 (2003 KR18),AMO,Y,N,17.99,0.605,0.334,,,,0.4801,2.347,1.22,5.58,244.03,86.85,73.56,0.2741,1310.0,0.234,0.0,993
242191 (2003 NZ6),ATE,Y,N,19.02,0.37,0.334,13.531,,,0.4923,0.7934,0.403,18.25,124.58,311.63,131.91,1.395,258.0,0.0666,0.0,647
242450 (2004 QY2),APO,Y,Y,14.64,2.914,0.274,,,,0.4771,1.084,0.567,37.03,295.27,104.99,224.11,0.8735,412.0,0.0479,0.0,3754
242643 (2005 NZ6),APO,Y,Y,17.39,1.989,0.041,7.0,,,0.8652,1.833,0.247,8.41,38.77,48.99,36.32,0.3971,907.0,0.00548,0.0,757
243025 (2006 UM216),AMO,Y,N,16.05,2.123,0.139,31.73,,,0.5237,2.674,1.274,15.89,251.05,146.68,143.48,0.2254,1600.0,0.314,0.0,870
243147 (2007 TX18),AMO,Y,N,17.39,0.912,0.28,13.538,,,0.4156,2.137,1.249,7.36,284.08,16.01,337.91,0.3154,1140.0,0.234,0.0,756
243566 (1995 SA),APO,Y,Y,17.37,0.881,0.091,2.313,,,0.6417,2.462,0.882,19.58,168.84,54.5,357.67,0.2551,1410.0,0.0398,0.0,577
244977 (2004 BE68),APO,Y,Y,18.36,0.495,0.235,,,,0.4446,1.761,0.978,15.74,210.87,191.28,152.24,0.4218,853.0,0.0108,0.0,540
246138 (2007 OG3),AMO,Y,N,18.25,0.588,0.269,,,,0.4814,2.165,1.123,1.69,78.32,272.01,269.02,0.3095,1160.0,0.12,0.0,300
247156 (2000 YH29),AMO,Y,N,18.16,1.655,0.033,,,,0.5272,2.218,1.049,21.85,103.66,284.87,212.34,0.2983,1210.0,0.271,0.0,282
247517 (2002 QY6),ATE,Y,N,19.59,0.269,0.357,,,,0.6991,0.8171,0.246,12.75,164.17,355.41,341.62,1.334,270.0,0.106,0.0,664
248083 (2004 QU24),AMO,Y,N,16.13,2.358,0.126,4.66,,,0.6136,3.329,1.286,23.36,187.62,272.14,162.58,0.1623,2220.0,0.539,0.0,1298
248590 (2006 CS),APO,Y,N,16.26,4.726,0.018,,,,0.6969,2.916,0.884,52.31,172.41,346.41,338.06,0.198,1820.0,0.101,0.0,860
248926 (2006 WZ2),AMO,Y,N,17.13,2.907,0.04,8.45,,,0.3301,1.694,1.135,24.65,354.35,66.01,260.8,0.4468,806.0,0.276,0.0,4004
249886 (2001 RY11),AMO,Y,N,17.62,1.201,0.051,,,,0.2834,1.483,1.063,22.85,295.49,71.55,124.77,0.5457,660.0,0.197,0.0,1808
250458 (2004 BO41),APO,Y,N,18.0,0.63,0.282,16.19,,,0.4929,1.019,0.517,35.55,337.73,254.46,35.94,0.9588,375.0,0.0897,0.0,881
250614 (2005 GG),APO,Y,N,16.22,1.617,0.269,,,,0.6595,2.042,0.695,34.84,106.38,335.29,40.87,0.3378,1070.0,0.251,0.0,590
250620 (2005 GE59),APO,Y,Y,18.07,0.654,0.26,5.354,,,0.6025,2.109,0.838,16.08,194.72,243.06,325.49,0.3219,1120.0,0.0317,0.0,643
250680 (2005 QC5),ATE,Y,Y,19.63,0.398,0.147,,,,0.3645,0.893,0.567,9.45,48.05,108.71,171.96,1.168,308.0,0.0477,0.0,125
250706 (2005 RR6),APO,Y,Y,18.55,0.535,0.322,7.0,,,0.7011,2.956,0.883,6.93,27.25,60.01,335.81,0.194,1860.0,0.0338,0.0,402
252399 (2001 TX44),ATE,Y,Y,19.41,0.291,0.478,,,,0.5459,0.8748,0.397,15.21,57.76,136.04,24.4,1.205,299.0,0.00913,0.0,351
252558 (2001 WT1),APO,Y,N,20.36,0.533,0.062,,,,0.3972,1.089,0.657,7.16,73.75,180.74,189.45,0.867,415.0,0.122,0.0,305
254419 (2004 VT60),AMO,Y,N,17.76,0.629,0.408,,,,0.434,2.076,1.175,43.51,57.53,247.33,55.91,0.3296,1090.0,0.376,0.0,457
256412 (2007 BT2),AMO,Y,N,16.93,4.444,0.014,20.0,,,0.2238,1.632,1.267,26.86,30.96,149.08,356.6,0.4726,762.0,0.289,0.0,1699
260277 (2004 TR12),ATE,Y,N,18.27,0.47,0.419,,,,0.2097,0.8951,0.707,19.36,155.35,77.79,97.51,1.164,309.0,0.0965,0.0,551
262623 (2006 WY2),ATE,Y,N,18.64,0.761,0.122,16.3,,,0.3329,0.9833,0.656,27.55,99.83,159.98,288.11,1.011,356.0,0.254,0.0,952
263976 (2009 KD5),APO,Y,Y,18.34,0.785,0.125,2.664,,,0.2614,1.046,0.773,13.47,104.48,294.33,35.35,0.9209,391.0,0.0478,0.0,2257
264357 (2000 AZ93),ATE,Y,Y,21.17,0.113,0.037,,,,0.36,0.7469,0.478,8.59,277.3,8.19,201.91,1.527,236.0,0.0214,0.0,160
265196 (2004 BW58),APO,Y,Y,18.84,0.361,0.31,6.479,,,0.3783,1.454,0.904,15.22,132.59,301.85,193.03,0.562,641.0,0.0378,0.0,933
267221 (2001 AD2),APO,Y,Y,19.85,0.562,0.097,,,,0.6599,1.04,0.354,1.64,210.52,111.96,246.96,0.9291,387.0,0.00834,0.0,461
267337 (2001 VK5),APO,Y,Y,18.05,0.439,0.578,39.05,,,0.5142,1.269,0.617,19.43,54.21,263.93,340.5,0.6894,522.0,0.000899,0.0,1117
269690 (1996 RG3),APO,Y,Y,18.47,0.888,0.098,,,,0.6037,2.001,0.793,3.58,158.04,300.28,76.6,0.3482,1030.0,0.00259,0.0,245
271480 (2004 FX31),APO,Y,N,17.66,0.709,0.352,77.1,,,0.442,1.26,0.703,24.75,169.12,285.81,149.28,0.6965,517.0,0.0673,0.0,1648
274138 (2008 FU6),APO,Y,N,17.77,0.747,0.24,2.852,,,0.5691,1.324,0.571,12.83,192.8,129.15,158.74,0.6469,557.0,0.101,0.0,1181
275611 (1999 XX262),AMO,Y,N,18.15,1.483,0.046,15.109,,,0.1818,1.533,1.254,8.23,334.63,102.75,254.34,0.5193,693.0,0.31,0.0,1285
275974 (2001 XD),APO,Y,N,18.68,0.626,0.216,26.1,,,0.7958,2.047,0.418,11.29,63.93,232.79,93.31,0.3366,1070.0,0.0639,0.0,339
275976 (2001 XV10),APO,Y,N,16.17,2.381,0.094,6.41,,,0.5853,2.204,0.914,22.35,31.37,342.06,147.65,0.3012,1200.0,0.0601,0.0,829
276049 (2002 CE26),APO,Y,N,16.64,3.5,0.07,3.2931,,0.9,0.5611,2.233,0.98,47.29,161.87,228.06,116.2,0.2954,1220.0,0.0957,0.0,2161
276468 (2003 HQ32),AMO,Y,N,18.07,1.034,0.114,,,,0.3454,1.979,1.295,35.88,217.57,291.27,67.21,0.3541,1020.0,0.478,0.0,383
276703 (2004 BL11),APO,Y,N,19.3,0.521,0.124,,,,0.75,1.26,0.315,9.82,142.41,176.96,252.83,0.6968,517.0,0.131,0.0,286
276786 (2004 KD1),AMO,Y,N,17.83,1.72,0.05,5.0177,,,0.3301,1.72,1.152,10.12,271.46,9.98,189.81,0.4369,824.0,0.136,0.0,872
277039 (2005 CF41),APO,Y,N,18.55,0.676,0.156,16.2,,,0.5859,1.649,0.683,15.87,132.16,208.78,64.39,0.4654,774.0,0.208,0.0,297
277570 (2005 YP180),APO,Y,Y,19.34,0.439,0.177,3.689,,,0.617,1.372,0.526,4.11,288.9,92.47,161.88,0.6131,587.0,0.0165,0.0,243
277616 (2006 BN6),APO,Y,N,17.41,1.236,0.119,5.45,,,0.692,2.581,0.795,18.71,249.39,338.77,280.92,0.2378,1510.0,0.169,0.0,402
277617 (2006 BT7),APO,Y,N,18.23,0.666,0.19,,,,0.6334,1.522,0.558,16.17,298.55,342.57,79.03,0.525,686.0,0.253,0.0,335
285331 (1999 FN53),APO,Y,N,18.19,0.654,0.198,4.42,,,0.4559,1.736,0.944,20.16,50.57,191.74,213.22,0.4311,835.0,0.0594,0.0,539
285339 (1999 JR6),APO,Y,N,18.07,0.614,0.268,,,,0.6754,1.367,0.444,20.32,52.6,27.3,301.09,0.617,583.0,0.221,0.0,446
285944 (2001 RZ11),AMO,Y,N,16.7,1.044,0.407,2.2455,,,0.5063,2.192,1.082,53.11,323.98,340.57,174.71,0.3037,1190.0,0.0889,0.0,1049
294739 (2008 CM),APO,Y,Y,17.04,0.74,0.425,3.05785,,,0.408,1.566,0.927,36.02,279.54,130.7,38.04,0.503,716.0,0.0437,0.0,1912
297274 (1996 SK),APO,Y,Y,16.93,1.199,0.234,4.645,,,0.7907,2.445,0.512,1.97,195.46,286.38,216.62,0.2578,1400.0,0.00626,0.0,479
297300 (1998 SC15),APO,Y,Y,19.29,0.32,,15.0,,,0.4145,1.273,0.745,16.08,198.67,277.51,252.08,0.6863,525.0,0.00158,0.0,586
297418 (2000 SP43),ATE,Y,Y,18.51,0.407,0.388,6.314,,,0.4669,0.8115,0.433,10.34,350.52,224.47,249.81,1.348,267.0,0.0193,0.0,1260
299582 (2006 GQ2),APO,Y,N,18.23,0.622,0.288,,,,0.4659,1.29,0.689,25.83,13.87,64.57,193.23,0.6723,535.0,0.126,0.0,313
301844 (1990 UA),APO,Y,Y,19.7,0.4,,,,,0.5266,1.642,0.777,0.93,104.28,202.58,274.85,0.4685,768.0,0.0122,0.0,188
303174 (2004 FH11),AMO,Y,N,16.72,1.504,0.163,2.523,,,0.4459,2.257,1.25,21.37,203.53,88.08,113.95,0.2907,1240.0,0.46,0.0,3089
303248 (2004 QV16),APO,Y,N,18.02,0.817,0.084,,,,0.5743,1.769,0.753,28.49,196.11,49.4,32.98,0.4189,859.0,0.114,0.0,529
303450 (2005 BY2),APO,Y,Y,20.51,0.187,0.317,,,,0.3307,1.269,0.85,7.29,74.4,130.31,156.19,0.6893,522.0,0.0417,0.0,301
304153 (2006 OU10),AMO,Y,N,17.81,2.054,0.033,,,,0.3496,1.754,1.141,33.7,335.2,173.49,307.93,0.4241,849.0,0.153,0.0,239
304330 (2006 SX217),APO,Y,Y,18.91,0.78,0.08,,,,0.3101,1.412,0.974,21.04,32.6,176.24,327.76,0.5876,613.0,0.0324,0.0,359
306462 (1999 RC32),AMO,Y,N,18.64,0.476,0.379,37.6,,,0.4318,1.838,1.045,30.96,352.28,82.87,150.28,0.3954,910.0,0.317,0.0,624
307070 (2002 AV31),APO,Y,N,20.63,0.282,0.117,,,,0.249,1.309,0.983,14.98,119.25,267.52,30.0,0.658,547.0,0.142,0.0,582
307493 (2002 XP90),APO,Y,N,18.57,1.666,0.023,,,,0.5858,2.08,0.861,23.12,78.55,324.2,248.1,0.3287,1100.0,0.05,0.0,435
307918 (2004 EU9),ATE,Y,N,19.02,0.374,0.358,,,,0.5052,0.8805,0.436,28.58,161.08,202.43,215.48,1.193,302.0,0.167,0.0,560
308635 (2005 YU55),APO,Y,Y,21.91,0.4,,18.0,,,0.4305,1.157,0.659,0.34,35.92,273.57,146.19,0.7921,454.0,0.000476,0.0,4013
310560 (2001 QL142),APO,Y,Y,17.8,0.654,0.313,2.97387,,,0.4991,1.049,0.526,26.6,165.54,72.16,274.19,0.9167,393.0,0.0486,0.0,367
311321 (2005 NP1),AMO,Y,N,18.61,0.583,0.172,,,,0.2965,1.827,1.285,34.71,274.95,307.61,116.42,0.3992,902.0,0.368,0.0,208
311554 (2006 BQ147),ATE,Y,N,18.72,0.382,0.401,9.15,,,0.4223,0.8199,0.474,24.38,146.77,153.22,35.43,1.328,271.0,0.07,0.0,609
312070 (2007 TA19),ATE,Y,Y,19.4,0.595,0.087,,,,0.5095,0.9539,0.468,22.63,181.16,58.06,239.69,1.058,340.0,0.0199,0.0,224
315098 (2007 EX),ATE,Y,N,16.67,0.993,0.313,2.447,,,0.4174,0.8716,0.508,18.7,297.41,78.88,108.78,1.211,297.0,0.125,0.0,814
315508 (2008 AB31),AMO,Y,N,20.14,0.836,0.023,,,,0.3205,1.602,1.089,30.02,302.98,255.65,250.61,0.486,741.0,0.293,0.0,124
322763 (2001 FA7),APO,Y,N,17.21,1.252,0.196,,,,0.5359,2.007,0.931,22.83,352.34,62.7,305.83,0.3466,1040.0,0.104,0.0,511
322775 (2001 HA8),AMO,Y,N,17.27,1.632,0.069,,,,0.5317,2.385,1.117,11.47,95.68,202.76,207.18,0.2676,1350.0,0.114,0.0,302
323179 (2003 HR32),APO,Y,N,18.1,1.17,0.068,,,,0.6871,1.748,0.547,8.28,341.91,352.73,234.82,0.4265,844.0,0.142,0.0,539
325102 (2008 EY5),ATE,Y,N,20.17,0.361,0.124,,,,0.6268,0.6262,0.234,5.11,245.43,106.7,47.7,1.989,181.0,0.079,1.0,175
326388 (2001 QD96),APO,Y,N,18.38,1.142,0.071,,,,0.4964,1.274,0.642,17.95,330.26,145.79,189.69,0.6852,525.0,0.233,0.0,537
326683 (2002 WP),AMO,Y,N,18.48,0.518,0.315,6.262,,,0.2159,1.45,1.137,19.15,76.29,1.25,44.42,0.5645,638.0,0.152,0.0,2119
329915 (2005 MB),ATE,Y,N,17.05,1.012,0.249,,,,0.793,0.9855,0.204,41.36,88.6,42.86,51.49,1.008,357.0,0.0696,1.0,196
331792 (2003 MT2),AMO,Y,N,15.9,1.275,0.499,,,,0.5337,2.686,1.252,27.92,305.08,304.51,49.53,0.224,1610.0,0.372,0.0,1483
332775 (2009 VO24),APO,Y,N,19.7,0.467,0.098,,,,0.4619,1.547,0.833,6.06,163.66,343.58,65.24,0.5121,703.0,0.0743,0.0,168
333578 (2006 KM103),APO,Y,Y,20.18,0.204,0.352,5.737,,,0.3766,1.573,0.981,11.68,169.45,197.01,235.5,0.4995,721.0,0.0136,0.0,385
333889 (1998 SV4),ATE,Y,N,18.24,0.919,0.11,2.817,,,0.642,0.8165,0.292,53.3,177.24,359.52,101.92,1.336,269.0,0.336,0.0,1038
334673 (2003 AL18),APO,Y,N,17.98,0.57,0.376,2.484,,,0.4166,1.684,0.983,15.72,312.88,246.72,127.66,0.4508,799.0,0.134,0.0,650
337119 (1999 TK12),AMO,Y,N,18.6,0.521,0.235,,,,0.393,1.683,1.022,24.5,359.04,112.24,292.58,0.4515,797.0,0.194,0.0,486
337248 (2000 RH60),ATE,Y,N,20.08,0.846,0.025,25.2,,,0.5513,0.8259,0.371,19.65,177.86,354.41,21.55,1.313,274.0,0.176,0.0,628
338347 (2002 XG4),AMO,Y,N,18.31,1.42,0.046,,,,0.4784,2.267,1.183,20.98,259.11,238.55,243.22,0.2887,1250.0,0.315,0.0,366
341843 (2008 EV5),ATE,Y,Y,20.05,0.4,0.137,3.725,,,0.0828,0.9598,0.88,7.45,93.19,235.92,122.87,1.048,343.0,0.0137,0.0,1486
343166 (2009 SO103),APO,Y,N,17.42,0.67,0.431,,,,0.6636,2.004,0.674,29.49,194.63,304.65,195.93,0.3474,1040.0,0.148,0.0,320
345646 (2006 TN),AMO,Y,N,19.74,0.413,0.117,3.05,,,0.3451,1.562,1.023,17.28,24.29,131.72,176.34,0.5051,713.0,0.0968,0.0,382
345705 (2006 VB14),ATE,Y,N,18.58,0.406,0.402,3.204,,,0.4211,0.767,0.444,31.03,258.71,346.46,302.36,1.467,245.0,0.0786,0.0,1416
345722 (2007 BG29),ATE,Y,N,18.23,0.653,0.258,,,,0.3347,0.8326,0.554,18.51,60.95,245.15,140.87,1.297,278.0,0.0875,0.0,528
